0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.001052646,0.9926313,0.001052646,0.001052646,0.001052646,0.001052646,0.001052646,0.001052646
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.00012350106,0.99913543,0.00012350106,0.00012350106,0.00012350106,0.00012350106,0.00012350106,0.00012350106
7.2227584e-09,1.0,7.2227584e-09,7.2227584e-09,7.2227584e-09,7.2227584e-09,7.2227584e-09,7.2227584e-09
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.0040074755,0.97194797,0.0040074755,0.0040074755,0.0040074755,0.0040074755,0.0040074755,0.0040074755
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
9.3618246e-07,0.9999933,9.3618246e-07,9.3618246e-07,9.3618246e-07,9.3618246e-07,9.3618246e-07,9.3618246e-07
0.0001479726,0.99896383,0.0001479726,0.0001479726,0.0001479726,0.0001479726,0.0001479726,0.0001479726
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1.3385783e-06,0.9999908,1.3385783e-06,1.3385783e-06,1.3385783e-06,1.3385783e-06,1.3385783e-06,1.3385783e-06
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.025201742,0.8235878,0.025201742,0.025201742,0.025201742,0.025201742,0.025201742,0.025201742
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.025166193,0.8238369,0.025166193,0.025166193,0.025166193,0.025166193,0.025166193,0.025166193
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
9.4795876e-05,0.9993362,9.4795876e-05,9.4795876e-05,9.4795876e-05,9.4795876e-05,9.4795876e-05,9.4795876e-05
8.6207976e-08,0.99999917,8.6207976e-08,8.6207976e-08,8.6207976e-08,8.6207976e-08,8.6207976e-08,8.6207976e-08
2.2993579e-08,1.0,2.2993579e-08,2.2993579e-08,2.2993579e-08,2.2993579e-08,2.2993579e-08,2.2993579e-08
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.03142638,0.78001547,0.03142638,0.03142638,0.03142638,0.03142638,0.03142638,0.03142638
3.2657783e-05,0.9997714,3.2657783e-05,3.2657783e-05,3.2657783e-05,3.2657783e-05,3.2657783e-05,3.2657783e-05
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1.1335454e-09,1.0,1.1335454e-09,1.1335454e-09,1.1335454e-09,1.1335454e-09,1.1335454e-09,1.1335454e-09
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.00035991936,0.99748045,0.00035991936,0.00035991936,0.00035991936,0.00035991936,0.00035991936,0.00035991936
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
1.6079937e-05,0.99988735,1.6079937e-05,1.6079937e-05,1.6079937e-05,1.6079937e-05,1.6079937e-05,1.6079937e-05
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.05476886,0.6166179,0.05476886,0.05476886,0.05476886,0.05476886,0.05476886,0.05476886
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4.3261607e-05,0.9996972,4.3261607e-05,4.3261607e-05,4.3261607e-05,4.3261607e-05,4.3261607e-05,4.3261607e-05
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.010106782,0.9292522,0.010106782,0.010106782,0.010106782,0.010106782,0.010106782,0.010106782
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.015962413,0.88826334,0.015962413,0.015962413,0.015962413,0.015962413,0.015962413,0.015962413
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
2.5046873e-05,0.9998248,2.5046873e-05,2.5046873e-05,2.5046873e-05,2.5046873e-05,2.5046873e-05,2.5046873e-05
9.990724e-06,0.9999299,9.990724e-06,9.990724e-06,9.990724e-06,9.990724e-06,9.990724e-06,9.990724e-06
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.00032351512,0.9977354,0.00032351512,0.00032351512,0.00032351512,0.00032351512,0.00032351512,0.00032351512
1.462343e-05,0.99989736,1.462343e-05,1.462343e-05,1.462343e-05,1.462343e-05,1.462343e-05,1.462343e-05
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.016939882,0.881421,0.016939882,0.016939882,0.016939882,0.016939882,0.016939882,0.016939882
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
4.4128437e-06,0.9999691,4.4128437e-06,4.4128437e-06,4.4128437e-06,4.4128437e-06,4.4128437e-06,4.4128437e-06
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
3.0965777e-05,0.9997831,3.0965777e-05,3.0965777e-05,3.0965777e-05,3.0965777e-05,3.0965777e-05,3.0965777e-05
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
7.369482e-06,0.99994826,7.369482e-06,7.369482e-06,7.369482e-06,7.369482e-06,7.369482e-06,7.369482e-06
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.024410745,0.82912475,0.024410745,0.024410745,0.024410745,0.024410745,0.024410745,0.024410745
1.8048452e-08,1.0,1.8048452e-08,1.8048452e-08,1.8048452e-08,1.8048452e-08,1.8048452e-08,1.8048452e-08
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
